First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
James ,Lackner ,Appellate Chief ,34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Philip Allen,Lacovara,Deputy Solicitor General and Counsel to Watergate Special Prosecutor,6,"Ford, Nixon, Johnson"
Elaine,Lacy,Trial Attorney; Assistant United States Attorney,12,"Bush II, Clinton, Bush I, Reagan"
Judith,Lafleur-Lovegrove,"Staff Attorney, Board of Immigration Appeals, EOIR (GS-15)",17,"Obama, Bush II, Clinton, Bush I"
Teresa,LaHaie,"Director of Financial Management, IG",17,"Bush II, Clinton"
Henry,LaHaie,"Assistant Director, Office of Consumer Litigation",32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Elizabeth,Lamb,Immigration Judge,23,"Trump, Obama, Bush II, Clinton"
Linda,Lance,Assistant Branch Director,10,"Clinton, Bush I, Reagan, Carter"
Deborah,Landis,Associate Deputy Attorney General,20,"Bush II, Clinton, Bush I, Reagan"
Bruce,Landon,Trial Attorney,24,"Bush II, Clinton, Bush I, Reagan, Carter"
Brian ,Landsberg ,Acting Deputy Assistant Attorney General ,22,"Clinton, Reagan, Carter, Ford, Nixon, Johnson"
Annette,Lang,Senior Counsel,24,"Trump, Obama, Bush II, Clinton"
Mike,Lang,Deputy Chief CSU,27,"Obama, Bush II, Clinton, Reagan"
Elizabeth,Langer,Trial Attorney,6,"Reagan, Carter, Ford"
Allan,Lapidus,Assistant United States Attorney Northern District of Illinois,4,Nixon
Elizabeth,Larin,Civil Chief,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Pamela,Larrabee,Special Assistant United States Attorney,6,"Clinton, Bush I, Reagan"
Mark,Larsen,Assistant United States Attorney,12,"Bush II, Clinton, Bush I"
Karen,Lash,Acting Senior Counselor,6,Obama
Dina,Lassow,Trial Attorney ,10,"Reagan, Carter"
Sue,Lattin,"Director, Administrative Services",26,"Obama, Bush II, Clinton, Bush I"
John,Laub,"Director, National Institute of Justice",2.5,Obama
Bri ,Law,Legal Administrative Specialist,9,"Obama, Bush II"
Joseph,Leahy,Trial Attorney,1,Clinton
Alexandra,Leake,Assistant United States Attorney ,14,"Clinton, Bush I, Reagan"
Stephen,Learned,Assistant United States Attorney,32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Mary Lou,Leary,Principal Assistant Attorney General ,30,"Obama, Bush II, Clinton, Bush I"
David,Ledbetter,"Trial Attorney, Environment & Natural Resources Division",5,"Reagan, Carter"
Michele,Lee,Trial Attorney,2.5,Obama
Deborah,Leff,Pardon Attorney,6,"Obama, Carter"
Myron,Lehtman,Senior Trial Attorney,32,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Michael,Leibson,Senior Litigation Counsel,33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
David,Leiwant,Assistant United States Attorney,4,Reagan
Charles,Lembcke,Assistant United States Attorney,5,"Carter, Ford, Nixon"
Patricia,Lemley Garner,"Assistant United States Attorney, Chief Trial Attorney",5,"Carter, Ford"
Richard,Leng,Assistant United States Attorney,5,"Carter, Ford"
Allison,Leotta,Assistant United States Attorney,12,"Obama, Bush II, Clinton"
Jessica,Lerner,Trial Attorney ,5,Clinton
Harriet,Leva,Assistant United States Attorney,6,"Bush I, Reagan"
Richard,Levan,Assistant United States Attorney,3,Reagan
Andrew,Levchuk,Assistant United States Attorney,24,"Obama, Bush II, Clinton, Bush I, Reagan"
Andrew,Leven,Senior Trial Counsel,23,"Trump, Obama, Bush II, Clinton, Bush I"
Laurie,Levenson,"Assistant United States Attorney, Chief of Appeals & Training",8,"Reagan, Carter"
Marc,Levey,"Senior Trial Attorney, Tax Division; Special Attorney to the Attorney General ",4,Carter
S. Michael ,Levin,"Attorney-in-Charge, Southeast Organized Crime Strike Force",13,"Bush I, Carter, Ford, Nixon"
Joshua,Levin,"Senior Trial Attorney, Environment & Natural Resources Division",27,"Trump, Obama, Bush II, Clinton, Bush I"
Steven,Levin,"Deputy Chief, Criminal Division United States Attorney's Office, Maryland",10,"Bush II, Clinton"
Ronald ,Levine,"Chief, Criminal Division, United States Attorney's Office, EDPA",17,"Bush II, Clinton, Bush I, Reagan"
Jane,Levine,Assistant United States Attorney,10,"Bush II, Clinton"
Rachel,Levinson-Waldman,Trial Attorney,2.5,Bush II
David,Leviss,Trial Attorney,7,"Bush II, Clinton"
Pete,Levitas ,Trial Attorney ,8,"Clinton, Bush I"
Neil,Levy,Assistant United States Attorney,5,"Carter, Ford"
Michael,Levy,Interim United States Attorney (E.D. Pa.),37.5,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Jim,Lewis ,United States Attorney for the Central District of Illinois ,39,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
John,Libby,Assistant United States Attorney,5.5,"Clinton, Bush I"
Robert,Libman,Special Litigation Counsel,13,"Bush II, Clinton, Bush I"
Mayor Sam ,Liccardo ,Assistant United States Attorney,2,Clinton
Victoria,Liccione,Assistant United States Attorney,4,"Clinton, Bush I"
Anita,Lichtblau,Senior Trial Attorney,6,"Clinton, Bush I"
Barry,Lieberman,Trial Attorney; Assistant United States Attorney,8,"Reagan, Carter"
Larry,Liebesman,"Senior Trial Attorney, Environment and Natural Resources Division",11,"Reagan, Carter, Ford"
Douglas,Liebhafsky,"Assistant Chief Appellate Attorney (Criminal Div., SDNY)",4,"Nixon, Johnson"
Ron,Liebman,Assistant United States Attorney,7,"Carter, Ford, Nixon"
Sarah,Light,"Chief, Environmental Protection Unit, Civil Division SDNY",10,"Obama, Bush II"
Lori E.,Lightfoot,Assistant United States Attorney,6,"Clinton, Bush I"
Tana,Lin,Senior Trial Attorney,4,Clinton
Lawrence,Lincoln,Executive Assistant United States Attorney,27,"Obama, Bush II, Clinton, Bush I, Reagan"
Michael,Lindemann,"Chief, National Security Unit",42,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Frank,Lindh,Law Clerk to the Solicitor General ,1,Reagan
Robert,Lindsay,"Chief, Criminal Appeals & Tax Enforcement Section, Tax Division",35,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Ellyn,Lindsay,Senior Litigation Counsel,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Jon,Lindsay,Assistant United States Attorney,6,"Reagan, Carter"
Daniel ,Linhardt ,"Chief White Collar Fraud, ED CA",23,"Bush II, Clinton, Bush I, Reagan"
Robin,Linsenmayer ,"Assistant United States Attorney, Southern District of New York ",6,"Bush II, Clinton"
Michael,Lipman,"Chief of Fraud Unit, United States Attorney's Office SDCa",8,"Reagan, Carter, Ford"
Susan,Liss,Counselor to Assistant Attorney General for Civil Rights and Chief of Staff,3,Clinton
Robert,Litt,Principal Associate Deputy Attorney General,12,"Clinton, Reagan, Carter"
Rory,Little,Associate Deputy Attorney General,7,"Clinton, Bush I, Reagan"
Edward,Little,"Deputy Chief, Criminal Division, United States Attorney's Office, SDNY",8,Reagan
Martin,Littlefield,"First Assistant United States Attorney, WDNY",27,"Obama, Bush II, Clinton, Bush I, Reagan"
Matthew,Littleton,Trial Attorney,6,"Trump, Obama"
Sanford (Sandy),Litvack,Assistant Attorney General,5,"Bush II, Reagan, Carter, Kennedy, Eisenhower"
Jeffrey,Livingston,Assistant United States Attorney,5,"Reagan, Carter"
Donn,Livingston,Immigration Judge,25,"Trump, Obama, Bush II, Clinton"
Rebecca,Lloyd ,Trial Attorney,8,"Clinton, Bush I, Reagan"
R. Christopher,Locke,"Assistant United States Attorney; Trial Attorney, Criminal Division",5,Reagan
Karen,Loeffler,"United States Attorney, District of Alaska",29,"Trump, Obama, Bush II, Clinton, Bush I"
Michael,LoGalbo,"Assistant United States Attorney, Section Chief, OCDETF",13,"Trump, Obama, Bush II"
Debra,Long-Doyle,Executive Assistant United States Attorney for Community Relations ,30,"Obama, Bush II, Clinton, Bush I"
Eleaner,Loos,Assistant Chief Counsel,15,"Obama, Bush II"
Sara,Lord,Assistant United States Attorney,27,"Obama, Bush II, Clinton, Bush I, Reagan"
Walter,Loughlin,"Chief Appellate Attorney, SDNY",4,"Reagan, Carter"
Jean,Lujan,Deputy Assistant Commissioner ,20,"Obama, Bush II, Clinton, Reagan"
john,Lundin,Assistant United States Attorney,3,Nixon
Richard Todd ,Luoma,Trial Attorney ,4,Reagan
Ira,Lupu,"Professor in Residence, Appellate Staff, Civil Division",1,Bush I
Nancy,Luque,"Deputy Chief, Grand Jury Section, United States Attorney's Office DC",10,"Bush I, Reagan, Carter"
Mary,Luxa,Assistant United States Attorney,30,"Trump, Obama, Bush II, Clinton, Bush I"
James,Lynch,"Director, Bureau of Justice Statistics",5.5,"Obama, Bush I, Carter"
Stephen,Lyons,Senior Trial Attorney,51,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Frank,Maas,Assistant United States Attorney,7,"Reagan, Carter"
Brian,Maas,"Deputy Chief, Criminal Division, Eastern District of New York",6,"Reagan, Carter"
Judith,Macaluso,Trial Attorney,10,"Bush II, Clinton, Bush I"
Jake,Maccoby,Chief Speechwriter and Strategic Communications Advisor to the Attorney General,3,Obama
Walter,Mack,"Deputy Chief, Strike Force Chief",16,"Clinton, Bush I, Reagan, Carter, Ford"
Catherine,Mack,Assistant United States Attorney for the District of Columbia,4.5,Reagan
David,Mackey,First Assistant United States Attorney,7,Clinton
Michael,MacQueen,"Chief of Investigative Research, OSI",20,"Obama, Bush II, Clinton, Bush I, Reagan"
Ken,Maddox,Consumer Affairs Victim Witness Program Manager,36,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Michael,Magner,Supervisory Assistant United States Attorney,20,"Obama, Bush II, Clinton, Bush I"
Robert ,Maher,Assistant Section Chief,31,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Janes,Malone,Senior Trial Attorney,7.5,"Reagan, Carter, Ford, Nixon"
Karima,Maloney,"Deputy Chief, Criminal Section, Civil Rights Division",13,"Obama, Bush II"
Michael,Maltz,GS-15 Operations Analyst,3,Nixon
Chris,Mancini,"Deputy Chief, Major Crimes",8,"Bush I, Reagan"
Nina,Mandel,Assistant United States Attorney,9,"Bush II, Clinton"
David,Mandel,"Assistant United States Attorney, SD Florida",6,"Clinton, Bush I"
Gerald S,Manning,Senior Trial Attorney,4,Reagan
Bucky,Mansuy,Assistant United States Attorney,4,Reagan
Janene,Marasciullo,Trial Attorney,12,"Bush II, Clinton, Bush I, Reagan"
David,Marblestone,"Section Chief, Civil Rights Division",28,"Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Michele,Marchand,Senior Trial Attorney and AUSA,27,"Obama, Bush II, Clinton, Bush I, Reagan"
James,Marcus,Assistant United States Attorney,7,Nixon
Eric,Marcy,Senior Litigation Counsel,30,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Vincent,Marella,"Assistant United States Attorney, Assistant Chief Criminal Division, Central District of California",5,"Ford, Nixon"
Theodore,Margolis,"Chief Assistant United States Attorney, New Jersey",4,Nixon
Renato,Mariotti,Assistant United States Attorney,9,"Obama, Bush II"
Richard,Mark,"Chief, Civil Division, SDNY",9,"Clinton, Bush I, Reagan"
Jonathan,Marks,"Investigative Counsel, Office of the Inspector General",34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
David,Marlin,Trial Attorney,4,"Johnson, Kennedy"
Michael ,Marrs ,"Chief Narcotics Prosecution Unit, United States Attorney's Office of the Northern District of Illinois, Associate Regional Director of the Office of Drug Abuse Law Enforcement",5,"Ford, Nixon"
Bruce,Marshack,Assistant United State Attorney,17,"Bush II, Clinton, Bush I, Reagan"
S. Amanda,Marshall,United States Attorney for the District of Oregon ,4,Obama
Jody,"Marten, JD",Senior Adjudication Officer,6,"Bush II, Clinton"
John,Marti,Acting United States Attorney; First Assistant United States Attorney,18,"Obama, Bush II, Clinton"
Gerard,Martin,Assistant United States Attorney ,7,"Ford, Nixon"
Robert,Martin,Special Assistant United States Attorney,1,Reagan
David A.,Martin,"General Counsel, Immigration and Naturalization Service",2.5,"Obama, Clinton, Carter"
Stephen,Martin,Assistant United States Attorney,4,Clinton
Erica,Martin,"Assistant United States Attorney, Special Assistant  ",7,"Obama, Bush II, Clinton"
Ralph Drury ,Martin,Senior Trial Attorney,14,"Bush I, Reagan, Carter, Ford"
John,Martin,Assisant United States Attorney,5,Bush II
Kerri,Martin Bartlett,"Chief Appellate Attorney, Criminal Division",12,"Clinton, Bush I, Reagan"
Robert,Martinez,"Trial Attorney, Assistant United States Attorney ",6,"Reagan, Carter"
Anna,Martinez,Senior Policy Advisor,12,"Obama, Bush II, Clinton"
Nancy,Marvel,Trial Attorney,3,"Reagan, Carter"
Alan,Marx,"Special Litigation Counsel to the Assistant Attorney General, Antitrust Division",17,"Reagan, Carter, Ford, Nixon"
Peter,Mason,Trial Attorney,11,"Obama, Bush II"
Christine,Mason,"Line Attorney, Appellate Section, Tax Division",7,"Obama, Bush II"
Barry,Master,Assistant United States Attorney,2,Carter
Bill,Mathesius,"Chief Assistant United States Attorney, Trenton, NJ",4,"Johnson, Kennedy"
John,Mathews ,Assistant United States Attorney,5,"Trump, Obama"
Judith,Mathis,Staff attorney ,6,"Bush I, Reagan, Carter, Ford, Nixon"
Alice,Mattice,Senior Attorney,12,"Clinton, Bush I, Reagan, Carter"
Howard,Matz,"Chief of Special Prosecutions, C.D.C.A.",4.5,"Carter, Ford, Nixon"
Jeremy,Matz,Assistant United States Attorney,13,"Obama, Bush II, Clinton"
David,Maurer,"Assistant United States Attorney, EDMI",3,"Reagan, Carter"
Gary,Maveal,Assistant United States Attorney,4,Reagan
James,Maxeiner,"Trial Attorney, Evaluation Section, Antitrust Division",3,Carter
Melissa,Maxman,Assistant United States Attorney,3,"Clinton, Bush I"
Marilyn,May,Assistant United States Attorney,22,"Obama, Bush II, Clinton, Bush I"
Rosanne,Mayer,Trial Attorney,3,"Reagan, Carter"
John Robert,McBrien,"Special Attorney, Organized Crime & Racketeering Section and Secretary to the Attorney General’s National Council on Organized Crime ",2,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Sharon,McCarthy,"SDNY Deputy Chief, Criminal Division",12,"Bush II, Clinton"
Harry,McCarthy,"Assistant United States Attorney, Chief Criminal Division, W.D.WA",28,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Mary,McClymont,Trial Attorney,5,"Reagan, Carter"
David,McComb,Assistant United States Attorney,7,"Clinton, Bush I"
Stephen,McConnell,Assistant United States Attorney,5,"Clinton, Bush I"
Daniel,McCuaig,Trial Attorney,11,"Trump, Obama, Bush II"
Kathleen ,McDermott,Assistant United States Attorney (D.Md.),8,"Clinton, Bush I"
Terrence ,McDonald,Senior Litigator,24,"Clinton, Bush I, Reagan, Carter, Ford"
James,McDonald,Assistant United States Attorney ,2,"Carter, Ford"
Harold,McDonough,First Assistant United States Attorney,34,"Obama, Bush II, Clinton, Bush I, Reagan"
Georgina,McDowell,Senior Policy Advisor ,3,Obama
Joel,McElvain,Assistant Branch Director,21,"Trump, Obama, Bush II, Clinton"
Mary Jane,McFadden,Special Assistant United States Attorney,7,"Reagan, Carter, Ford"
Thomas,McFarland,"Chief, Civil Division, Long Island Branch, Office of the United States Attorney, Eastern District of New York",33,"Obama, Bush II, Clinton, Bush I, Reagan"
Harriet,McFaul,Assistant United States Attorney,8,"Reagan, Carter"
Scottq,McGee,Assistant United States Attorney,4,"Reagan, Carter"
Mary Beth,McGee,"Counsel to the Director of Civil Enforcement, Antitrust Division",37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,McGinnis,Assistant United States Attorney,4,Reagan
Glen,McGorty,"Assistant United States Attorney and Senior Trial Counsel, United States Attorney's Office, SDNY",15,"Obama, Bush II, Clinton"
Sharon,McGowan,"Principal Deputy Chief, Appellate Section, Civil Rights Division",5.5,"Trump, Obama"
Hope,McGowan,"Senior Attorney Advisor, Office of the Pardon Attorney",24,"Obama, Bush II, Clinton, Bush I"
Claire,McGuire,Trial Attorney,8,"Reagan, Carter"
James,McGurk,Assistant United States Attorney,4.5,"Carter, Ford"
Patrick,McInerney,Assistant United States Attorney,5,Clinton
John,McKay,United States Attorney,8,"Bush II, Bush I"
Sarah,McKee,"General Counsel, Interpol U.S. National Central Bureau",11,"Clinton, Bush I, Reagan"
Margaret,McKenna,Attorney,4,"Ford, Nixon"
Mary,McLaren,Assistant United States Attorney,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Patrick,McLaughlin,Assistant United States Attorney ,21,"Obama, Bush II, Clinton, Bush I"
Lisa,McLish,Trial Attorney,15,"Bush II, Clinton, Bush I"
Nancy,McMillen,Trial Attorney,35,"Bush II, Clinton, Bush I, Reagan, Carter"
Kevin,McMunigal,Assistant United States Attorney,3,Reagan
Michael D.,McNeely,Trial Attorney ,12,"Bush I, Reagan, Carter, Ford"
Ron,McNeil,"Senior Litigation Counsel, Narcotic and Dangerous Drug Section, Criminal Division, DOJ, Washington, DC",20,"Obama, Bush II, Clinton, Bush I"
Carolyn,McNiven,"Deputy Chief, Criminal Division, United States Attorney's Office NDIL",14,"Obama, Bush II"
Thomas K.,McQueen,"Deputy Chief, Criminal Litigation",5,"Carter, Ford"
Joseph,McSorley,Chief Assistant United States Attorney ,17,"Reagan, Carter, Ford, Nixon"
Stephen,McSpadden,Trial Attorney,4,"Carter, Ford"
Stephen,Meagher,Assistant United States Attorney,9,"Bush II, Clinton, Bush I"
Christine,Meding,Assistant United States Attorney ,5,Bush II
Gordon,Mehler,Deputy Assistant Attorney General,13,"Clinton, Bush I, Reagan"
Kathleen,Mehltretter,United States Attorney,31,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Melendres,Counsel to the Assistant Attorney General and Assistant United States Attorney,9,"Obama, Bush II"
Patricia,Mellon,Trial Attorney,5,Reagan
Tom,Melsheimer,Assistant United States Attorney,4,"Clinton, Bush I"
Mark ,Mendelsohn ,"Deputy Chief, Fraud Section, Criminal Division ",13,"Obama, Bush II, Clinton"
Gabriel,Mendlow,Special Assistant United States Attorney ,3,Obama
Richard,Mentzinger,Senior Litigation Counsel,29,"Trump, Obama, Bush II, Clinton, Bush I"
Pamela,Merchant,Senior Trial Attorney,8,"Clinton, Bush I"
Theodore,Merritt,"Assistant United States Attorney, MA",41,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Richard,Mescon,"Assistant United States Attorney, SDNY",5.5,"Reagan, Carter"
Frances,Meshorer,"Secretary to Deputy Assistant Attorney General, Criminal Division",20,"Clinton, Bush I, Reagan, Nixon, Johnson, Kennedy"
Daniel,Metcalfe,"Director, Office of Information and Privacy",30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Mildred,Methvin,Assistant United States Attorney,2,"Reagan, Carter"
Jeffrey,Metzger,Trial Attorney,3,Reagan
William,Meyer,"Assistant United States Attorney, D Md",3,Bush I
John,Meyer,Assistant United States Attorney,5,"Ford, Nixon"
Rosemary Casey,Meyers,Supervisory Assistant United States Attorney,30,"Obama, Bush II, Clinton, Bush I, Reagan, Johnson"
Jack,Meyerson,Sr. Trial Attorney-Public Integrity,6,"Carter, Ford"
Richard,Mezan,Special Trial Counsel ,3,"Nixon, Johnson"
Todd,Mikolop,Trial Attorney,10,"Obama, Bush II"
Celeste,Miller,Assistant United States Attorney,24,"Obama, Bush II, Clinton, Bush I, Reagan"
Josh,Miller,Tactical Specialist ,6,"Trump, Obama"
Steven,Miller,"Chief, Special Prosecutions Division, ND Il. ",18,"Clinton, Bush I, Reagan, Carter"
Joe,Miller,"Assistant Chief, Antitrust Division ",12,"Obama, Bush II, Clinton"
Charles,Miller,Civi Division Spokesman,18,"Obama, Bush II, Clinton"
Winston,Miller,Trial Attorney,5,"Ford, Nixon"
Tommy,Miller,Deputy Chief Criminal Division EDVA,8,"Reagan, Carter"
Gayle,Miller,Reviewing Attorney,30,"Bush II, Clinton, Bush I, Reagan, Carter"
Tamara,Miller,"Deputy Chief, Civil Rights Division, Criminal Section",7,"Bush II, Clinton"
Eric,Miller,United States Attorney - D.Vt.,2,Obama
Michael,Millikin,Assistant United States Attorney,2,"Carter, Ford"
David,Mills,Assistant United States Attorney ,3,Bush I
James,Miskiewicz,"Deputy Chief, Environmental Crimes, Long Island Division, EDNY",25,"Bush II, Clinton, Bush I"
Jeff,Modisett,"Deputy Chief, Public Corruption & Govt Fraud Sec., United States Attorney's Office (C.Dist CA)",5,Reagan
Alan,Modlinger,Trial Attorney,3,Bush II
Gregory,Moffatt,"Deputy Chief, Antiterrorism & National Security Section (D. Mass.)",7,"Bush II, Clinton"
Tiffany ,Moller ,Assistant United States Attorney ,5,"Bush II, Clinton"
MJ,Moltenbrey,"Director, Civil Enforcement, Antitrust Division",17,"Bush II, Clinton, Bush I, Reagan"
Tom,Monaghan,"United States Attorney, Nebraska",8,Clinton
Becky,Monroe,"Acting Director, Community Relations Service",9,"Obama, Clinton"
Lloyd,Monroe ,"Special Attorney, Organized Crime & Racketeering Section, Criminal Division; Assistant United States Attorney, Southern District of Indiana",10,"Bush I, Reagan, Carter"
Peter,Monson,"Managing Attorney, Denver Field Office",32,"Obama, Bush II, Clinton, Bush I, Reagan"
James S.,"Montana,  Jr.","Assistant United States Attorney, Northern District of Illinois,  Chief, Criminal Receiving and Appellate Section",4,Nixon
David,Montgomery,Assistant United States Attorney,4,Kennedy
Gary,Moore,Assistant United States Attorney,10,"Obama, Bush II"
John,Moore,"Civil Chief, United States Attorney's Office, SDIL",17,"Obama, Bush II, Clinton"
Craig,Moore,United States Attorney,25,"Obama, Bush II, Clinton, Bush I, Reagan"
Julian ,Moore ,Assistant United States Attorney ,7.5,"Obama, Bush II"
Pamela,Moreau,Trial Attorney,9,"Bush II, Clinton"
Ignacia S.,Moreno,"Assistant Attorney General, Environment and Natural Resources Division, 2009-2013",11,"Obama, Clinton"
Joëlle ,Moreno,"Trial Attorney, Antitrust Division ",3.5,"Clinton, Bush I"
Blondell ,Morey ,First Assistant E.D. Michigan,34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Moroney,"Chief, National Security Unit, United States Attorney's Office, ND Ohio",30,"Obama, Bush II, Clinton, Bush I, Reagan"
Marvin ,Morse ,Administrative Law Judge,15,"Bush II, Clinton, Bush I, Reagan"
Jane,Moscowitz,"Senior Litigation Counsel, SD Fl",9,"Reagan, Carter"
Norman,Moscowitz,"Senior Litigation Counsel, Southern District of Florida",14,"Clinton, Bush I, Reagan, Carter"
Jenny,Mosier,Deputy Chief of Staff and Counselor to the Attorney General,4,Obama
Avraham,Moskowitz,"Assistant United States Attorney, SDNY ",5,"Bush I, Reagan"
Albert,Moskowitz,"Chief,  Criminal Section, Civil Rights Division",25,"Bush II, Clinton, Bush I, Reagan"
Jonathan,Mothner,Assistant United States Attorney,3,Clinton
Samuel ,Moulthrop ,"Chief, Criminal Division, District of New Jersey",8,Reagan
Ping,Moy,Deputy Chief Appellate Attorney,12,"Bush II, Clinton, Bush I, Reagan"
David,Muchow,"Special Assistant to Assistant Attorney General, Criminal Division",3,"Ford, Nixon"
Jon,Mueller ,Senior Attorney ,17,"Bush II, Clinton, Bush I, Reagan"
Kristin,Muenzen,Trial Attorney,11,"Trump, Obama, Bush II"
Dana,Mulhauser,Trial Attorney,12,"Trump, Obama, Bush II"
D. Patrick,Mullarkey,"Acting Deputy Assistant Attorney General, Tax",52,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Michael,Mulroney,Appellate Attorney,4,Kennedy
Dennis,Mulshine,Special Assistant United States Attorney ,16,"Bush II, Clinton, Bush I, Reagan"
Molly,Munger,Assistant United States Attorney,5,"Reagan, Carter"
Charles,Murdter,Trial Attorney ,6,"Clinton, Bush I"
Maureen,Murphy,Assistant United States Attorney,15,"Bush II, Clinton, Bush I, Reagan"
Robert,Murphy,"Chief, Criminal Section, Civil Rights Division",10,"Ford, Nixon, Johnson"
James,Murray,Special Assistant to the Director of the FBI (Webster),2,Reagan
Albert ,Murray,"Senior Litigation Counsel and Assistant United States Attorney, MDPA  ",8,"Reagan, Carter"
Russel,Murray,Trial Attorney,3,"Reagan, Carter"
Ross,Nadel,"Chief of the Criminal Division, United States Attorney's Office, Northern District of California",25,"Bush II, Clinton, Bush I, Reagan, Carter"
Janet,Nahirny,Prosecuting Attorney,3,Clinton
Beverly,Nash,"Chief, Financial Unit, SDNY 1985-1988",18,"Clinton, Bush I, Reagan, Carter"
Michael,Nash,Assistant United States Attorney,5,"Nixon, Johnson"
Gordon,Nash,"Chief of Special Prosecutions, ND of Illinois",7,"Carter, Ford, Nixon"
Allen,Nason,Special Assistant United States Attorney,3,Bush II
Irvin,Nathan,Principal Associate Deputy Attorney General,5,"Clinton, Carter"
Lynn,Neils,"Chief, Complex Fraud/Major Crimes Unit, United States Attorney’s Office, SDNY",11,"Bush II, Clinton"
Richard,Nelson,Assistant United States Attorney,5,Clinton
Stephen,Nelson,"Chief Criminal Division, So Dist CA",25,"Bush I, Reagan, Carter, Ford, Nixon"
Patrick,Nemeroff,"Attorney, Appellate Staff, Civil Division",9,"Trump, Obama"
Robert,Nesler,Assistant United States Attorney,31,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Bill,Nettles,"United States Attorney, District of SC",6,Obama
Barry,Neuman,Trial Attorney,5,Reagan
Ariel ,Neuman ,Assistant United States Attorney,7,"Obama, Bush II"
G. Keith,Newbold,Special Assistant United States Attorney ,8,"Bush I, Reagan"
Erica,Newland,Attorney Advisor,2,"Trump, Obama"
Becca,Niburg,Trial Attorney,2,Bush II
Rosemary,Nidiry,Assistant United States Attorney,15,"Obama, Bush II, Clinton"
Sheila,Nielsen,Assistant United States Attorney,4,Reagan
Miriam,Nisbet,"Deputy Director, Office of Information and Privacy",15,"Clinton, Bush I, Reagan, Carter"
Alan,Nisselson,Assistant United State Attorney,10,"Reagan, Carter"
Robert,Nolan,"Assistant United States Attorney, MDPA",7.3,"Reagan, Carter"
Joel,Nomkin,Trial Attorney,7,Reagan
Judith Hale,Norris,Assistant United States Attorney for the District of Massachusetts,7,"Carter, Ford, Nixon"
Karen,Norris,Assistant United States Attorney,23,"Trump, Obama, Bush II, Clinton, Bush I"
Joseph,Norris,Executive Officer,33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Matt,Nosanchuk,"Senior Counselor to the Assistant Attorney General, Civil Rights Division",7,"Obama, Clinton, Bush I"
A. Patrick,Nucciarone,"Assistant United States Attorney; Section Chief, Newark, N.J.",10,"Reagan, Carter, Ford, Nixon"
Suzanne,Nyland,"Assistant United States Attorney, District of Columbia",28,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Eileen,O'Brien,Attorney Advisor,8,"Bush II, Clinton"
Michael,O'Leary,DEA Division Counsel,24,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,O'Leary,"Special Agent in Charge, DOJ/OIG",25,"Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Kevin,O'Malley,Special Attorney and Assistant U.S. Attorney,9,"Reagan, Carter, Ford, Nixon"
Peter ,O'Malley ,Assistant United States Attorney,24,"Obama, Bush II, Clinton"
Thomas,O'Neil,"Attorney, Civil Rights Division",2,Nixon
Robert F.,O'Neill,Assistant United States Attorney ,10,"Reagan, Carter"
Kevin,O'Regan,Supervisory Assistant United States Attorney,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Janice Griffin,O'Reilly ,"Trial Attorney and Special Attorney, Honor Law Graduate, Torts Branch, Civil Division ",3,Reagan
Julie,O'Sullivan,Assistant United States Attorney,3,Clinton
Eileen,O’Brien,Trial Attorney ,4,Reagan
