First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Peter,Steenland,"Chef, Appellate Section",32,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Carolyn,Stein,Assistant United States Attorney,7,"Clinton, Bush I"
Gary,Stein,"Chief Appellate Attorney, SDNY",9,"Bush II, Clinton"
Eileen,Stein,Trial Attorney,8,"Carter, Ford, Nixon"
Michael,Stern,Assistant United States Attorney,25,"Obama, Bush II, Clinton, Bush I, Reagan"
Donald,Stern,United States Attorney,7.5,Clinton
Martin L.,Stern,Trial Attorney,3,Reagan
Donald,Stever,Section Chief,5,"Reagan, Carter"
Valerie,Stewart,Assistant United States Attorney,35,"Obama, Bush II, Clinton, Bush I, Reagan"
Jelahn,Stewart,Assistant United States Attorney,19,"Trump, Obama, Bush II, Clinton"
Marc,Stickgold,Assistant United States Attorney,2,Johnson
Megan,Stifel,"Director, Cyber Policy, National Security Division",8,"Obama, Bush II"
Bette,Stockton,Immigration Judge,21,"Obama, Bush II, Clinton"
F. L. Peter,Stone,United States Attorney ,4,Nixon
Nancy,Stoner,Trial Attorney,9,"Clinton, Bush I, Reagan"
Corey,Stoughton,Senior Counsel,2,Obama
Alan,Strasser,"Chief Felony Trial Division, USAO DC",14,"Bush I, Reagan, Carter"
Andrew,Strelka,Trial Attorney,4,Obama
Pamela,Stuart,Assistant United States Attorney for the District of Columbia (and senior trial attorney),8,"Reagan, Carter"
Shelley,Stump,Assistant United States Attorney,4,Carter
Herbert,Sturman,Assistant United States Attorney,2,"Johnson, Kennedy"
Elizabeth ,Sullivan,Trial Attorney,7,"Bush I, Reagan"
Stacey,Sullivan,Assistant United States Attorney,14,"Trump, Obama, Bush II"
Paul,Summit,Assistant United States Attorney,6,Reagan
Michael,Surgalla,Trial Attorney,30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Nikhel,Sus,"Trial Attorney, Federal Programs Branch",1,Trump
James,Sutherland,"Chief of Civil, District of Oregon ",30,"Bush II, Clinton, Bush I, Reagan, Carter"
Keith,Syfert,Branch Assistant United States Attorney-In-Charge,24,"Bush II, Clinton, Bush I, Reagan, Carter"
Janice,Symchych,"Assistant United States Attorney, D. MN. ",5,"Bush I, Reagan, Carter"
Shahira,Tadross,Attorney Advisor; Litigation Counsel/Trial Attorney,8,"Bush II, Clinton"
Steph,Tai,"Attorney, Appellate Section of the Environmental and Natural Resources Division of the Department of Justice",3,Bush II
Clare,Tayback,Assistant United States Attorney,9,"Clinton, Bush I"
Andrea,Tebbets,Reviewer,18,"Obama, Clinton"
Kevin,Techau ,United States Attorney Northern District of Iowa ,3,"Trump, Obama"
Barbara,Thawley,Senior Trial Attorney,30,"Obama, Bush II, Clinton, Bush I, Reagan"
John,Theis,Trial Attorney,4,Obama
Eugene,Thirolf,Director,33,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Robert,Thomas,Assistant United States Attorney,8,"Clinton, Bush I"
Linda,Thome,Attorney,32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Pamela,Thompson,Executive Assistant United States Attorney,37.5,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Robert ,Thomson,Deputy Director,25,"Obama, Bush II, Clinton, Bush I"
Daniel,Thornton ,"Trial Attorney, Criminal Division, Fraud Section",4,"Reagan, Carter"
Robin,Thurston,Trial Attorney ,3,"Trump, Obama"
Wendy,Tien,Deputy Assistant Director ,15,"Obama, Bush II, Clinton, Bush I"
Elizabeth ,Todd Campbell ,"Assistant United States Attorney, former United States Magistrate Judge",7,"Reagan, Carter"
Kem,Toole,Trial Attorney ,20,"Obama, Bush II, Clinton, Bush I"
Daniel,Toomey,Assistant United States Attorney,3,"Carter, Nixon, Johnson"
Peter,Toren,Acting Deputy Chief - Computer Crime & IP Section,9,"Clinton, Bush I"
John,Townsend,Trial Attorney,7,"Carter, Ford, Nixon"
Allan,Townsend,Senior Trial Attorney ,7,"Trump, Obama"
Michael,Tracy,Assistant United States Attorney,5,Reagan
Tim,Treanor,"Deputy Chief, Organized Crime Unit, SDNY",8,"Bush II, Clinton"
Michael,Tremonte,Assistant United States Attorney,3,"Obama, Bush II"
Laurence H.,Tribe,Special Counsel for Access to Justice,2,Obama
Donna,Triptow,Assistant United States Attorney,7,"Bush I, Reagan"
Teresa,Trissell,Trial Attorney,8,"Bush II, Clinton"
Somil,Trivedi,Trial Attorney,1,Trump
Rebecca,Troth,Counsel to the Attorney General,10,"Clinton, Bush I"
Robert,Troyer,United States Attorney ,15,"Trump, Obama, Bush II, Clinton"
Joseph,Turner,Assistant United States Attorney,1,Reagan
Jeanne,Turner,"Secretary to Five Criminal Trial Attorneys and Secretary to the Chief, Grand Jury",13,"Ford, Nixon, Johnson"
Michael ,Tuteur ,Assistant United States Attorney,3,"Clinton, Bush I"
Bruce,Udolf,"Chief, Public Integrity Section, SDFl; Associate Independent Counsel, Whitewater investigation",11,"Clinton, Bush I, Reagan"
Gerald,Uelmen,"Assistant United States Attorney, Director of Special Prosecutions",5,"Nixon, Johnson"
Richard,Ugelow,Deputy Section Chief,29,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
David ,Uhlmann,"Chief, Environmental Crimes Section ",17,"Bush II, Clinton, Bush I"
Mary Beth,Uitti,"Chief, Civil Division, Noethern District of California",29,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Carlos,Uriarte,Associate Deputy Attorney General ,3,Obama
Marilyn,Urwitz,"Attorney, Civil Division, Appellate Staff",17,"Clinton, Bush I, Reagan"
Christopher,Vaden,Deputy Section Chief,29,"Trump, Obama, Bush II, Clinton, Bush I"
John,Vail,Deputy Assistant Attorney General,30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Ellyn,Vail,Budget Analyst,10,"Reagan, Carter, Ford"
Josh,Van de Wetering,Assistant United States Attorney,10,"Bush II, Clinton"
Leland,Van Koten,Senior Trial Counsel,15,"Bush II, Clinton, Bush I"
Theresa,Van Vliet,"Chief, Narcotics and Dangerous Drugs, Main Justice",19,"Bush II, Clinton, Bush I, Reagan"
Alleen,VanBebber,Deputy United States Attorney,18,"Clinton, Bush I, Reagan, Carter"
Alison,Vander Vort,Assistant United States Attorney,4,Clinton
Johanna,Vanderlee,Special Assistant United States Attorney,4,"Obama, Bush II"
Anne,VanGraafeiland,"Assistant United States Attorney, WDNY",12,"Clinton, Bush I, Reagan"
George,Varghese,Assistant United States Attorney,14,"Trump, Obama, Bush II"
Michael,Vatis,Associate Deputy Attorney General,7,"Bush II, Clinton"
John,Vaudreuil,"United States Attorney, Western District of Wisconsin",39,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
James,Vaughns,Assistant United States Attorney,5,"Bush II, Clinton"
Lola,Velazquez-Aguilu,Assistant United States Attorney,8,"Trump, Obama"
Christine,Ver Ploeg,Attorney,3,"Carter, Ford"
Georgina C.,Verdugo,Deputy Assistant Attorney General,4,"Obama, Bush II, Clinton"
Benjamin,Vernia,Trial Attorney,11,"Bush II, Clinton"
Peter,Vigeland,"Chief, Major Crimes, SDNY",6,"Clinton, Bush I"
Chad,Vignola,Assistant United States Attorney,5,"Bush I, Reagan"
Peter ,Vincent ,"Judicial Attachè, U.S. Embassy-Colombia ",3,"Obama, Bush II"
Kathleen,Voelker,Assistant United States Attorney,10.5,"Bush I, Reagan, Carter"
Mark,Vogel,Supervisory Assistant United States Attorney,33,"Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Louis,Volz,"Chief, Collections Division, EDLA",4,"Reagan, Carter"
Patricia,Vroom,District Counsel - Phoenix,12,"Obama, Bush II, Clinton, Bush I"
Kip,Wainscott ,"Senior Counsel, Office of Legal Policy",1.5,Obama
Jeffrey ,Walker,Special Assistant United States Attorney,3,"Clinton, Bush I"
Sean M,Walsh,Assistant General Counsel,13,"Obama, Bush II, Nixon"
Mark,Walters,"Senior Counsel for National Security, CIV/OIL",34,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
William,Want,Trial Attorney,9,"Reagan, Carter, Ford, Nixon"
Karen,Ward,Assistant United States Attorney for the District of Columbia,3,"Carter, Ford"
Christine,Wardell,Senior Attorney ,12,"Reagan, Carter"
Joseph,Wardenski,Trial Attorney,6,Obama
Mary Lee,Warren,"Deputy Assistant Attorney General, Criminal Division",34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
John,Warshawsky,Senior Trial Counsel,22,"Obama, Bush II, Clinton, Bush I"
Richard,Wasserstrom,Attorney,0.8,"Johnson, Kennedy"
Seth,Waxman,Assistant United States Attorney,13,"Obama, Bush II, Clinton"
Seth,Wayne,Trial Attorney,2,"Trump, Obama"
Robert,Weaver,Criminal Chief Oregon US Attorney’s Office ,14,"Bush I, Reagan, Carter, Ford"
Polly,Webber,Federal Immigration Judge,21,"Obama, Bush II, Clinton"
Ruth ,Wedgwood,Assistant United States Attorney for the Southern District of New York ,6,"Bush II, Clinton, Bush I, Carter"
Alan,Weil,Assistant United States Attorney,3,"Carter, Ford"
Jay,Weill,Chief Tax Division -USAO -NDCA,34,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Katrina ,Weinig ,Deputy Assistant Attorney General ,5,Clinton
David,Weinstein,"Chief, Public Integrity and National Security Section, USAO SDFL",11,"Obama, Bush II, Clinton"
Les,Weinstein,"Trial Attorney, Special Litigation Section AT Div",5,"Johnson, Kennedy"
Charles,Weintraub,"Special Attorney, US Department of Justice Organized Crime and Racketeering Section",5,"Ford, Nixon"
Alan,Weisberg,Assistant United States Attorney for the Southern District of Florida - Miami ,3,Carter
Anne,Weismann,Assistant Branch Director,22,"Bush II, Clinton, Bush I, Reagan"
Jack,Weiss,"Assistant United States Attorney, Public Corruption & Government Fraud",6,Clinton
Paul,Weissman,Supervisory Assistant U.S. Attorney,19,"Bush II, Clinton, Bush I, Reagan"
Heidi,Wendel,"Chief, Civil Frauds, U.S. Attorney's Office, SDNY",12,"Obama, Bush II, Clinton"
Julie,Werner-Simon,Senior Litigation Counsel Major Frauds,29,"Obama, Bush II, Clinton, Bush I, Reagan"
Marianne,Wesson,Assistant United States Attorney,2,"Reagan, Carter"
James,West,"Court Appointed United States Attorney, MDPa",20,"Bush I, Reagan, Carter, Ford"
Robert,Westinghouse,"Criminal Chief, WDWA",41,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Michelle,Weston,Program Manager (Office of Justice Programs),5,"Bush II, Clinton"
Doug,Whalley,"Assistant United States Attorney, WD of Washington",21,"Obama, Bush II, Clinton, Bush I, Reagan"
David,White,Trial Attorney,17,"Obama, Bush II, Reagan, Carter, Ford, Nixon"
John,Wieseman,Assistant United States Attorney,12,"Carter, Ford, Nixon, Johnson, Kennedy"
D. Gerald,Wilhelm,Senior Litigation Counsel,24,"Obama, Bush II, Clinton, Bush I"
Edwin,Williams,Assistant United States Attorney,3,Nixon
J Carol,Williams,"Assistant Chief, Appellate Section, Environment Division",18,"Bush II, Clinton, Bush I, Reagan"
Elliot,Williams,Deputy Assistant Attorney General,6,"Obama, Bush II"
Robert,Wilson,Assistant United States Attorney,8,"Ford, Nixon"
Jill,Wine-Banks,Assistant Watergate Special Prosecutor,5,"Ford, Nixon, Johnson"
Katherine,Winfree,"Chief, Public Corruption Section, U.S. Attorney's Office for the District of Columbia ",22,"Clinton, Bush I, Reagan, Carter, Ford"
Holly,Wiseman,Assistant United States Attorney,20,"Trump, Obama, Clinton, Reagan"
George G,Wolf,Trial Attorney ,4,"Ford, Nixon"
Burke,Wong,Trial Counsel,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Elaine,Wood,"Assistant United States Attorney, SDNY",6,Bush I
Charles,Work,"Deputy Administrator, LEAA",9,"Ford, Nixon, Johnson"
Del,Wright,Trial Attorney,5,Bush II
Tseming,Yang,Attorney-Advisor,4,Clinton
Bruce,Yannett,Assistant United States Attorney,3.25,Bush I
William,Yeomans,Acting Assistant Attorney General for Civil Rights,26,"Bush II, Clinton, Bush I, Reagan, Carter"
Monique,Yingling,Trial Attorney,4.5,"Reagan, Carter"
Rebekah,Young,Assistant United States Attorney,5,"Obama, Bush II"
Deborah ,Young,Assistant United States Attorney,7,"Bush I, Reagan"
John,Youngquist,Assistant United States Attorney,16,"Carter, Ford, Nixon, Johnson, Kennedy"
Dan,Zachem ,Deputy Chief Superior Court Division USAO DC,22,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Mark,Zanides,Chief of Antiterrorism Unit,27,"Bush II, Clinton, Bush I, Reagan, Carter"
Julie,Zebrak ,Deputy Chief of Staff to the Deputy Attorney General,18,"Obama, Bush II, Clinton"
Ken,Zimmerman,Senior Trial Attorney,7,"Clinton, Bush I"
Andrea,Zopp,Deputy Chief Criminal Division US Attorney’s. Office Northern District of Illinois ,7,"Bush I, Reagan"
Bertha,Zuniga,United States Immigration Judge,20,"Obama, Bush II, Clinton"
Kenneth,Zwick,Executive Officer,32,"Obama, Bush II, Clinton, Bush I, Reagan"
Marc,Zwillinger,Trial Attorney,3,Clinton
